hotel_name,tripadvisor_url
Riu Ventura,https://www.tripadvisor.com/Hotel_Review-g150807-d33043839-Reviews-Hotel_Riu_Ventura-Cancun_Yucatan_Peninsula.html
Riu Yucatan,https://www.tripadvisor.com/Hotel_Review-g150812-d154739-Reviews-Hotel_Riu_Yucatan-Playa_del_Carmen_Yucatan_Peninsula.html
Royal Decameron Club Caribbean,https://www.tripadvisor.com/ShowUserReviews-g147317-d259388-r356842924-Grand_Muthu_Runaway_Bay_Club_Caribbean-Runaway_Bay_Saint_Ann_Parish_Jamaica.html
Royal Solaris Cancun,https://www.tripadvisor.com/Hotel_Review-g150807-d154448-Reviews-Royal_Solaris_Cancun-Cancun_Yucatan_Peninsula.html
Royal Solaris Los Cabos,https://www.tripadvisor.com/Hotel_Review-g152516-d248157-Reviews-Royal_Solaris_Los_Cabos-San_Jose_del_Cabo_Los_Cabos_Baja_California.html
"Royalton Antigua, An Autograph Collection All-inclusive Resort",https://www.tripadvisor.com/Hotel_Review-g2705982-d15194188-Reviews-or900-Royalton_Antigua_An_Autograph_Collection-Five_Islands_Village_Saint_John_Paris.html
Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,https://www.tripadvisor.ca/Hotel_Review-g3176298-d12860904-Reviews-Royalton_Bavaro_An_Autograph_Collection_All_inclusive_Resort_Casino-Bavaro_Punta_Can.html
Royalton Blue Waters,https://www.tripadvisor.com/Hotel_Review-g612473-d10300577-Reviews-Royalton_Blue_Waters_An_Autograph_Collection_All_Inclusive_Resort-Falmouth_Trelawny_P.html?
"Royalton CHIC Antigua, An Autograph Collection All-Inclusive Resort - Adults Only",https://www.tripadvisor.com/Hotel_Review-g15292635-d27477788-Reviews-Royalton_CHIC_Antigua_An_Autograph_Collection_All_Inclusive_Resort_Adults_Only-Ceda.html
Royalton CHIC Cancun An Autograph Collection All Inclusive Resort Adults Only,https://www.tripadvisor.ca/Hotel_Review-g150807-d15580232-Reviews-Royalton_CHIC_Cancun_An_Autograph_Collection_All_Inclusive_Resort_Adults_Only-Cancun_.html
"Royalton CHIC Punta Cana, An Autograph Collection All-Inclusive Resort & Casino - Adults Only",https://www.tripadvisor.ca/Hotel_Review-g3200043-d6958549-Reviews-Royalton_CHIC_Punta_Cana_An_Autograph_Collection_Resort_Casino_Adults_Only-Uvero_Alto.html
"Royalton Grenada, an Autograph Collection All-Inclusive Resort",https://www.tripadvisor.ca/Hotel_Review-g12346190-d19721732-Reviews-Royalton_Grenada_an_Autograph_Collection_All_Inclusive_Resort-Magazine_Beach_Port_S.html
Royalton Hideaway Punta Cana An Autograph Collection All Inclusive Resort and Casino Adults Only,https://www.tripadvisor.ca/Hotel_Review-g3176298-d12613021-Reviews-Royalton_Hideaway_Punta_Cana_An_Autograph_Collection_All_Inclusive_Resort_Casino_Adu.html
"Royalton Hideaway Riviera Cancun, An Autograph Collection All Inclusive Resort Adults Only",https://www.tripadvisor.ca/Hotel_Review-g240327-d7085194-Reviews-Royalton_Hideaway_Riviera_Cancun_An_Autograph_Collection_All_Inclusive_Resort_Casino_A.html
Royalton Negril An Autograph Collection All Inclusive Resort,https://www.tripadvisor.com/Hotel_Review-g147313-d8642860-Reviews-Royalton_Negril_An_Autograph_Collection_All_Inclusive_Resort-Negril_Westmoreland_Paris.html
Royalton Punta Cana An Autograph Collection All Inclusive Resort and Casino,https://www.tripadvisor.ca/Hotel_Review-g147293-d4939796-Reviews-Royalton_Punta_Cana_An_Autograph_Collection_Resort_Casino-Punta_Cana_La_Altagracia_Pro.html
Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,https://www.tripadvisor.ca/Hotel_Review-g240327-d6958510-Reviews-Royalton_Riviera_Cancun_An_Autograph_Collection_All_Inclusive_Resort_Casino-Puerto_Mor.html
"Royalton Saint Lucia, an Autograph Collection All-Inclusive Resort",https://www.tripadvisor.ca/Hotel_Review-g1931394-d10524706-Reviews-Royalton_Saint_Lucia_An_Autograph_Collection-Cap_Estate_Gros_Islet_Quarter_St_Lucia.html
Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,https://www.tripadvisor.ca/Hotel_Review-g3176298-d4543606-Reviews-Royalton_Splash_Punta_Cana_An_Autograph_Collection_Resort_Casino-Bavaro_Punta_Cana_La.html
Royalton Splash Riviera Cancun,https://www.tripadvisor.com/Hotel_Review-g240327-d24076429-Reviews-Royalton_Splash_Riviera_Cancun_An_Autograph_Collection_All_Inclusive_Resort-Puerto_Mo.html
Royalton White Sands Beach Rst and Spa,https://www.tripadvisor.com/ShowUserReviews-g612473-d10300577-r874297571-Royalton_Blue_Waters_Montego_Bay-Falmouth_Trelawny_Parish_Jamaica.html
S HOTEL MONTEGO BAY,https://www.tripadvisor.com/Hotel_Review-g147311-d15327038-Reviews-S_Hotel_Montego_Bay-Montego_Bay_Saint_James_Parish_Jamaica.html
SEADUST CANCUN FAMILY RESORT,https://www.tripadvisor.com/Hotel_Review-g150807-d634235-Reviews-Seadust_Cancun_Family_Resort-Cancun_Yucatan_Peninsula.html
Samba Vallarta Hotel,https://www.tripadvisor.com/Hotel_Review-g9723540-d214251-Reviews-Samba_Vallarta_All_Inclusive-Flamingos_Nuevo_Nayarit_Pacific_Coast.html
Samsara Cliff Resort,https://www.tripadvisor.com/Hotel_Review-g147313-d251584-Reviews-Samsara_Cliffs_Resort-Negril_Westmoreland_Parish_Jamaica.html
Sanctuary at Grand Memories Varadero,https://www.tripadvisor.com/Hotel_Review-g147275-d8549504-Reviews-Sanctuary_At_Grand_Memories_Varadero-Varadero_Matanzas_Province_Cuba.html
Sandals Negril Beach Resort and Spa,https://www.tripadvisor.com/Hotel_Review-g147313-d214225-Reviews-Sandals_Negril-Negril_Westmoreland_Parish_Jamaica.html
Sandos Cancun,https://www.tripadvisor.com/Hotel_Review-g150807-d2554709-Reviews-Sandos_Cancun-Cancun_Yucatan_Peninsula.html
Sandos Caracol Nature Resort and Water Park,https://www.tripadvisor.com/Hotel_Review-g150812-d219156-Reviews-Sandos_Caracol_Eco_Resort-Playa_del_Carmen_Yucatan_Peninsula.html
Sandos Finisterra Los Cabos,https://www.tripadvisor.com/Hotel_Review-g152515-d308090-Reviews-or4110-Sandos_Finisterra-Cabo_San_Lucas_Los_Cabos_Baja_California.html
Santo Domingo Bay Resort and Casino,https://www.tripadvisor.ca/Hotel_Review-g147289-d33973507-Reviews-Santo_Domingo_Bay_Convention_Resort_Casino-Santo_Domingo_Santo_Domingo_Province_Domin.html
Savannah Beach Hotel,https://www.tripadvisor.com/Hotel_Review-g1905484-d147873-Reviews-Savannah_Beach_Club_Hotel-Garrison_Saint_Michael_Parish_Barbados.html?
Seagarden Beach Resort,https://www.tripadvisor.com/Hotel_Review-g147311-d155359-Reviews-SeaGarden_Beach_Resort-Montego_Bay_Saint_James_Parish_Jamaica.html?
Secrets Aura Cozumel,https://www.tripadvisor.com/Hotel_Review-g26491236-d939910-Reviews-Secrets_Aura_Cozumel-Igvanas_Ranas_Cozumel_Yucatan_Peninsula.html
Secrets Cap Cana Resort and Spa,https://www.tripadvisor.com/Hotel_Review-g16884615-d10175054-Reviews-Secrets_Cap_Cana_Resort_Spa-Cap_Cana_Punta_Cana_La_Altagracia_Province_Dominican_Re.html
Secrets Huatulco Rst and Spa,https://www.tripadvisor.com/Hotel_Review-g150789-d2089597-Reviews-Secrets_Huatulco_Resort_Spa-Huatulco_Southern_Mexico.html
Secrets Mirabel Cancun Resort and Spa,https://www.tripadvisor.ca/Hotel_Review-g150807-d155958-Reviews-Secrets_Mirabel_Cancun_Resort_Spa-Cancun_Yucatan_Peninsula.html
Secrets Papagayo Costa Rica,https://www.tripadvisor.com/Hotel_Review-g635535-d301221-Reviews-Secrets_Papagayo_Costa_Rica-Gulf_of_Papagayo_Province_of_Guanacaste.html
Secrets Playa Blanca Costa Mujeres,https://www.tripadvisor.com/Hotel_Review-g23328775-d27148941-Reviews-Secrets_Playa_Blanca_Costa_Mujeres-Costa_Mujeres_Yucatan_Peninsula.html
Secrets Puerto Los Cabos Golf & Spa Resort,https://www.tripadvisor.com/Hotel_Review-g152516-d4569347-Reviews-Secrets_Puerto_Los_Cabos_Golf_Spa_Resort-San_Jose_del_Cabo_Los_Cabos_Baja_California.html
Secrets Tides Punta Cana,https://www.tripadvisor.com/Hotel_Review-g147293-d27103964-Reviews-Secrets_Tides_Punta_Cana-Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
Secrets Tulum Resort and Beach Club,https://www.tripadvisor.com/Hotel_Review-g150813-d26720940-Reviews-Secrets_Tulum_Resort_Beach_Club-Tulum_Yucatan_Peninsula.html
Senator Puerto Plata Hotel,https://www.tripadvisor.com/Hotel_Review-g147290-d265694-Reviews-Senator_Puerto_Plata_Spa_Resort-Puerto_Plata_Puerto_Plata_Province_Dominican_Republic.html
Serenade All Suites Adults Only Resort,https://www.tripadvisor.com/Hotel_Review-g147293-d20412107-Reviews-Serenade_Punta_Cana_Beach_Spa_Resort-Punta_Cana_La_Altagracia_Province_Dominican_Repu.html
Serenade Punta Cana Beach and Spa Resort,https://www.tripadvisor.com/Hotel_Review-g147293-d20412107-Reviews-Serenade_Punta_Cana_Beach_Spa_Resort-Punta_Cana_La_Altagracia_Province_Dominican_Repu.html
Serenity at Coconut Bay,https://www.tripadvisor.com/Hotel_Review-g652398-d12548619-Reviews-Serenity_at_Coconut_Bay-Vieux_Fort_Vieux_Fort_Quarter_St_Lucia.html
Sonesta Ocean Point Resort,https://www.tripadvisor.com/Hotel_Review-g3160017-d7125222-Reviews-Sonesta_Ocean_Point_Resort_St_Maarten-Maho_Sint_Maarten_St_Martin_St_Maarten.html
Star Palace Beach Hotel,https://www.tripadvisor.com/Hotel_Review-g150792-d12205483-Reviews-Star_Palace_Beach_Hotel-Mazatlan_Pacific_Coast.html
Starfish Cuatro Palmas,https://www.tripadvisor.com/Hotel_Review-g147275-d151545-Reviews-Starfish_Cuatro_Palmas-Varadero_Matanzas_Province_Cuba.html
Starfish Jolly Beach Resort,https://www.tripadvisor.ca/Hotel_Review-g1892998-d23148758-Reviews-Jolly_Beach_Antigua-Jolly_Harbour_Saint_Mary_Parish_Antigua_Antigua_and_Barbuda.html
Starfish Varadero,https://www.tripadvisor.com/Hotel_Review-g147275-d275185-Reviews-Starfish_Varadero-Varadero_Matanzas_Province_Cuba.html
Sunscape Coco Punta Cana,https://www.tripadvisor.com/Hotel_Review-g25226430-d26867234-Reviews-Sunscape_Coco_Punta_Cana-Cabeza_De_Toro_Punta_Cana_La_Altagracia_Province_Dominican.html
Sunscape Dominicus La Romana,https://www.tripadvisor.ca/Hotel_Review-g23594254-d27106593-Reviews-Sunscape_Dominicus_La_Romana-Dominicus_Bayahibe_La_Altagracia_Province_Dominican_Re.html
Sunscape Puerto Vallarta Resort & Spa,https://www.tripadvisor.com/Hotel_Review-g150793-d155675-Reviews-Sunscape_Puerto_Vallarta_Resort_Spa-Puerto_Vallarta.html
Sunset Palace Beach Hotel,https://www.tripadvisor.com/Hotel_Review-g150792-d33231665-Reviews-Sunset_Palace_Beach_Hotel-Mazatlan_Pacific_Coast.html
Sunset at the Palms Resort and Spa,https://www.tripadvisor.com/Hotel_Review-g147313-d148748-Reviews-Sunset_At_The_Palms-Negril_Westmoreland_Parish_Jamaica.html
Tesoro Los Cabos,https://www.tripadvisor.com/Hotel_Review-g152515-d153087-Reviews-Tesoro_Los_Cabos-Cabo_San_Lucas_Los_Cabos_Baja_California.html
The Fives Beach Hotel & Residences,https://www.tripadvisor.com/Hotel_Review-g150812-d1141280-Reviews-The_Fives_Beach_Hotel_Residences-Playa_del_Carmen_Yucatan_Peninsula.html
The Fives Oceanfront Puerto Morelos,https://www.tripadvisor.com/Hotel_Review-g240327-d21167816-Reviews-The_Fives_Oceanfront_Puerto_Morelos-Puerto_Morelos_Yucatan_Peninsula.html
The Grand Oasis Cancun,https://www.tripadvisor.com/Hotel_Review-g150807-d154444-Reviews-Grand_Oasis_Cancun-Cancun_Yucatan_Peninsula.html
The Hacienda at Krystal Grand,https://www.tripadvisor.ca/Hotel_Review-g150793-d25110719-Reviews-The_Hacienda_at_Krystal_Grand_Puerto_Vallarta-Puerto_Vallarta.html
The Sens Cancun,https://www.tripadvisor.com/Hotel_Review-g150807-d671741-Reviews-The_Sens_Cancun-Cancun_Yucatan_Peninsula.html
The Sens Riviera,https://www.tripadvisor.com/Hotel_Review-g499445-d26814033-Reviews-The_Sens_Tulum_Riviera-Akumal_Tulum_Yucatan_Peninsula.html?
The Westin Playa Bonita,https://www.tripadvisor.com/Hotel_Review-g294480-d2420667-Reviews-The_Westin_Playa_Bonita_Panama-Panama_City_Panama_Province.html
The Westin Reserva Conchal Golf Resort and Spa,https://www.tripadvisor.ca/Hotel_Review-g1013693-d2095544-Reviews-The_Westin_Reserva_Conchal_an_All_Inclusive_Golf_Resort_Spa-Brasilito_Province_of_Gua.html
Tropical Deluxe Princess,https://www.tripadvisor.com/Hotel_Review-g3176298-d313883-Reviews-Tropical_Deluxe_Princess-Bavaro_Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
VH Gran Ventana Beach Resort,https://www.tripadvisor.com/Hotel_Review-g147290-d150764-Reviews-or5625-VH_Gran_Ventana_Beach_Resort-Puerto_Plata_Puerto_Plata_Province_Dominican_Republ.html
VIK Hotel Arena Blanca,https://www.tripadvisor.com/Hotel_Review-g3176298-d279809-Reviews-VIK_Hotel_Arena_Blanca-Bavaro_Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
Vamar Vallarta All Inclusive Marina and Beach Resort,https://www.tripadvisor.com/Hotel_Review-g150793-d154755-Reviews-Vamar_Vallarta_All_Inclusive_Marina_and_Beach_Resort-Puerto_Vallarta.html
Ventus Ha at Marina El Cid Spa & Beach Resort,https://www.tripadvisor.com/Hotel_Review-g240327-d23688770-Reviews-Ventus_Ha_at_Marina_El_Cid_Spa_Beach_Resort-Puerto_Morelos_Yucatan_Peninsula.html
Ventus at Marina El Cid Spa and Beach Resort,https://www.tripadvisor.ca/Hotel_Review-g240327-d13074109-Reviews-Ventus_At_Marina_El_Cid_Spa_Beach_Resort-Puerto_Morelos_Yucatan_Peninsula.html
Vik Hotel Cayena Beach,https://www.tripadvisor.com/Hotel_Review-g3176298-d1533216-Reviews-VIK_Hotel_Cayena_Beach-Bavaro_Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
Villa Premiere Hotel & Romantic Getaway,https://www.tripadvisor.com/Hotel_Review-g150793-d254471-Reviews-Villa_Premiere_Boutique_Hotel_Romantic_Getaway-Puerto_Vallarta.html
Villas HM Paraíso del Mar,https://www.tripadvisor.com/Hotel_Review-g616319-d567242-Reviews-Villas_HM_Paraiso_del_Mar-Holbox_Island_Yucatan_Peninsula.html?
Vista Sol Punta Cana,https://www.tripadvisor.com/Hotel_Review-g3176298-d218483-Reviews-Vista_Sol_Punta_Cana_Beach_Resort_Spa-Bavaro_Punta_Cana_La_Altagracia_Province_Dominic.html
Viva Azteca by Wyndham,https://www.tripadvisor.com/Hotel_Review-g15785999-d185331-Reviews-Viva_Azteca_by_Wyndham_A_Trademark_All_Inclusive_Resort-Playacar_Playa_del_Carmen_Yuc.html
Viva Dominicus Beach by Wyndham,https://www.tripadvisor.com/Hotel_Review-g147292-d149454-Reviews-Viva_Dominicus_Beach_By_Wyndham_A_Trademark_All_Inclusive_Resort-La_Romana_La_Romana_Pr.html
Viva Dominicus Palace by Wyndham,https://www.tripadvisor.com/Hotel_Review-g23594254-d26637291-Reviews-Viva_Dominicus_Palace_by_Wyndham_A_Trademark_All_Inclusive-Dominicus_Bayahibe_La_Al.html
Viva Heavens by Wyndham,https://www.tripadvisor.com/Hotel_Review-g147290-d8779909-Reviews-Viva_Heavens_by_Wyndham-Puerto_Plata_Puerto_Plata_Province_Dominican_Republic.html
Viva Maya by Wyndham,https://www.tripadvisor.com/Hotel_Review-g15785999-d185330-Reviews-Viva_Maya_by_Wyndham_A_Trademark_All_Inclusive_Resort-Playacar_Playa_del_Carmen_Yucat.html
Viva Miches by Wyndham,https://www.tripadvisor.com/Hotel_Review-g2441050-d28623629-Reviews-Viva_Miches_By_Wyndham_A_Trademark_All_Inclusive_Resort-Miches_El_Seibo_Province_Dom.html
Viva Tangerine by Wyndham,https://www.tripadvisor.com/Hotel_Review-g317144-d291623-Reviews-Viva_Tangerine_By_Wyndham-Cabarete_Puerto_Plata_Province_Dominican_Republic.html
WYNDHAM ALLTRA PUNTA CANA,https://www.tripadvisor.com/Hotel_Review-g147293-d25219833-Reviews-Wyndham_Alltra_Punta_Cana-Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
Warwick Paradise Island Resort,https://www.tripadvisor.com/Hotel_Review-g147417-d151524-Reviews-Warwick_Paradise_Island_Bahamas-Paradise_Island_New_Providence_Island_Bahamas.html?
Whala Bavaro,https://www.tripadvisor.com/Hotel_Review-g3176298-d325042-Reviews-Whala_bavaro-Bavaro_Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
Whala Bocachica,https://www.tripadvisor.com/Hotel_Review-g967189-d149450-Reviews-Whala_Bocachica-Boca_Chica_Santo_Domingo_Province_Dominican_Republic.html
Windjammer Landing Resort and Residences,https://www.tripadvisor.com/Hotel_Review-g147343-d149215-Reviews-or20-Windjammer_Landing_Resort_Residences-Castries_Castries_Quarter_St_Lucia.html
ZEL Punta Cana,https://www.tripadvisor.com/Hotel_Review-g3176298-d1717417-Reviews-Zel_Punta_Cana-Bavaro_Punta_Cana_La_Altagracia_Province_Dominican_Republic.html
Zoetry Marigot Bay Resort and Marina,https://www.tripadvisor.com/Hotel_Review-g671541-d549924-Reviews-Zoetry_Marigot_Bay_St_Lucia-Marigot_Bay_Castries_Quarter_St_Lucia.html
